Year,State,Male_High_school_graduate_(includes_equivalency),Male_Bachelor_degree,Male_Graduate_or_professional_degree,Male_18-24_Less_than_9th_grade,"Male_18-24_9th_to_12th_grade,_no_diploma",Male_18-24_High_school_graduate_(includes_equivalency),"Male_18-24_Some_college,_no_degree",Male_18-24_Associate_degree,Male_18-24_Bachelor_degree,Male_18-24_Graduate_or_professional_degree,Male_25-34_Less_than_9th_grade,"Male_25-34_9th_to_12th_grade,_no_diploma",Male_25-34_High_school_graduate_(includes_equivalency),"Male_25-34_Some_college,_no_degree",Male_25-34_Associate_degree,Male_25-34_Bachelor_degree,Male_25-34_Graduate_or_professional_degree,Male_35-44_Less_than_9th_grade,"Male_35-44_9th_to_12th_grade,_no_diploma",Male_35-44_High_school_graduate_(includes_equivalency),"Male_35-44_Some_college,_no_degree",Male_35-44_Associate_degree,Male_35-44_Bachelor_degree,Male_35-44_Graduate_or_professional_degree,Male_45-64_Less_than_9th_grade,"Male_45-64_9th_to_12th_grade,_no_diploma",Male_45-64_High_school_graduate_(includes_equivalency),"Male_45-64_Some_college,_no_degree",Male_45-64_Associate_degree,Male_45-64_Bachelor_degree,Male_45-64_Graduate_or_professional_degree,Male_65_and_older_Less_than_9th_grade,"Male_65_and_older_9th_to_12th_grade,_no_diploma",Male_65_and_older_High_school_graduate_(includes_equivalency),"Male_65_and_older_Some_college,_no_degree",Male_65_and_older_Associate_degree,Male_65_and_older_Bachelor_degree,Male_65_and_older_Graduate_or_professional_degree,Female_High_school_graduate_(includes_equivalency),Female_Bachelor_degree,Female_Graduate_or_professional_degree,Female_18-24_Less_than_9th_grade,"Female_18-24_9th_to_12th_grade,_no_diploma",Female_18-24_High_school_graduate_(includes_equivalency),"Female_18-24_Some_college,_no_degree",Female_18-24_Associate_degree,Female_18-24_Bachelor_degree,Female_18-24_Graduate_or_professional_degree,Female_25-34_Less_than_9th_grade,"Female_25-34_9th_to_12th_grade,_no_diploma",Female_25-34_High_school_graduate_(includes_equivalency),"Female_25-34_Some_college,_no_degree",Female_25-34_Associate_degree,Female_25-34_Bachelor_degree,Female_25-34_Graduate_or_professional_degree,Female_35-44_Less_than_9th_grade,"Female_35-44_9th_to_12th_grade,_no_diploma",Female_35-44_High_school_graduate_(includes_equivalency),"Female_35-44_Some_college,_no_degree",Female_35-44_Associate_degree,Female_35-44_Bachelor_degree,Female_35-44_Graduate_or_professional_degree,Female_45-64_Less_than_9th_grade,"Female_45-64_9th_to_12th_grade,_no_diploma",Female_45-64_High_school_graduate_(includes_equivalency),"Female_45-64_Some_college,_no_degree",Female_45-64_Associate_degree,Female_45-64_Bachelor_degree,Female_45-64_Graduate_or_professional_degree,Female_65_and_older_Less_than_9th_grade,"Female_65_and_older_9th_to_12th_grade,_no_diploma",Female_65_and_older_High_school_graduate_(includes_equivalency),"Female_65_and_older_Some_college,_no_degree",Female_65_and_older_Associate_degree,Female_65_and_older_Bachelor_degree,Female_65_and_older_Graduate_or_professional_degree,Household_mean_income_(dollars),Families_mean_income_(dollars),Married-couple-families_mean_income_(dollars),Nonfamily_households_mean_income_(dollars),Total_Male,Total_Female,Male_High_school_graduate_(includes_equivalency)_Normalized,Male_Bachelor_degree_Normalized,Male_Graduate_or_professional_degree_Normalized,Female_High_school_graduate_(includes_equivalency)_Normalized,Female_Bachelor_degree_Normalized,Female_Graduate_or_professional_degree_Normalized,Male_High_school_graduate_(includes_equivalency)_Normalized_Average,Male_Bachelor_degree_Normalized_Average,Male_Graduate_or_professional_degree_Normalized_Average,Female_High_school_graduate_(includes_equivalency)_Normalized_Average,Female_Bachelor_degree_Normalized_Average,Female_Graduate_or_professional_degree_Normalized_Average
2023,Maryland,616438,477489,410587,6759,33589,98135,83274,11977,27825,2561,14926,17203,104334,70316,28008,104029,53476,24236,18878,94223,62721,28022,100810,86987,37613,39108,203357,126427,49206,155408,157151,16878,30959,116389,80146,23982,89417,110412,588537,557147,512681,5932,23873,81461,82291,18698,42747,4771,10532,14229,75587,61361,30641,119137,88373,15517,12256,71046,67969,32889,104354,130568,31002,34940,183700,133233,66645,184462,185921,25034,36669,176743,108455,42059,106447,103048,138516,168151,195131,84654,2308742,2512590,26.7,20.7,17.8,23.4,22.2,20.4,,,,,,
2023,Massachusetts,713000,662447,516464,4738,28969,121283,110263,8237,58144,5229,12014,22891,116308,56211,23582,166804,87148,19229,19604,101082,65133,26792,120937,110130,37291,40583,230747,121433,52159,205312,185156,35630,29002,143580,83357,42709,111250,128801,643421,731442,612904,3060,25360,100129,127523,9198,73898,8777,9617,14037,76729,53006,29076,175242,123781,12696,16903,76296,60424,29826,129335,139000,36677,35120,191381,127036,87092,226996,211452,53527,33514,198886,105883,70880,125971,129894,93806,114255,131216,56097,2731738,2928222,26.1,24.3,18.9,22,25,20.9,,,,,,
2023,Michigan,1185849,712028,418595,7782,58435,183224,149670,19351,45471,3268,14053,39462,197129,146541,51880,164471,57815,18173,37616,161195,134305,53027,130062,80135,35795,77375,372960,270318,109445,230305,155760,27573,55854,271341,192966,71189,141719,121617,1089288,789444,485903,7259,39596,149991,160823,26695,60815,6554,10397,25187,136517,139806,66816,182406,81872,15343,27718,108718,132209,69511,154861,106580,31814,54598,326077,285065,156147,249791,176376,31770,55649,367985,239199,99271,141571,114521,113293,138533,154644,67500,3887282,4039508,30.5,18.3,10.8,27,19.5,12,,,,,,
2023,Minnesota,593705,520590,251730,3483,28874,97084,76080,19135,31027,994,6406,13495,91012,67733,43765,117970,36128,11991,13226,87466,69609,54574,105616,55218,16622,27825,175408,135959,86770,169847,92977,13227,16413,142735,100444,41322,96130,66413,493880,579100,306229,2442,21571,70823,81704,18726,45990,3432,6388,10441,56219,59080,39851,134981,56206,10389,9067,54013,66129,53097,116810,77569,19097,16198,132429,135447,96190,176448,109981,14918,18120,180396,119660,52238,104871,59041,76305,92919,113147,42954,2212978,2229962,26.8,23.5,11.4,22.1,26,13.7,,,,,,
2023,Mississippi,353487,139516,79590,3422,19324,60078,41517,14353,8919,966,5470,12349,51821,36262,21694,26253,13139,8658,22081,53545,38987,22063,27683,14516,16117,33770,119746,78256,28083,44201,28016,15550,20453,68297,50589,17768,32460,22953,332778,190303,120591,1013,9704,43880,48807,17883,13685,758,2793,9711,41020,40629,30280,38281,21026,6044,11428,42010,46110,30028,37644,28231,9800,25304,106909,77346,48378,63723,44250,16785,26116,98959,59807,23459,36970,26326,93074,113860,129879,55229,1079359,1185097,32.7,12.9,7.4,28.1,16.1,10.2,,,,,,
2023,Missouri,778155,433762,250300,4958,30975,124091,85986,13014,27203,3121,12141,15785,130027,83839,32623,93270,37972,10208,20767,112076,79866,36983,85225,54115,19807,49984,242077,144783,58535,138974,87767,16541,30337,169884,108143,31418,89090,67325,684459,492066,311233,3418,22565,87909,104299,18415,38358,4695,7613,12435,88710,81125,41413,109485,60335,8964,18709,80911,77313,45341,98268,71548,16195,39236,201499,170225,77133,157218,106813,21230,39859,225430,137309,45352,88737,67842,94069,113037,124585,61521,2348910,2475907,33.1,18.5,10.7,27.6,19.9,12.6,,,,,,
2023,Montana,143160,90535,44480,1129,7961,22653,14919,2390,4466,73,2062,2110,24813,15134,8147,17718,5099,1075,4155,21929,15587,9257,17702,7856,3141,5629,40898,29017,13476,26840,15820,1814,3614,32867,24503,9206,23809,15632,119914,99473,50893,1079,3754,17677,18241,1756,5195,112,1523,1899,19208,14169,6828,17814,8111,1164,2929,14729,15217,8904,18426,11779,1733,3979,31475,31200,16488,31227,17628,1625,5898,36825,25272,10811,26811,13263,101268,124408,138555,58598,452501,444749,31.6,20,9.8,27,22.4,11.4,,,,,,
2023,Nebraska,207352,150638,73956,1239,10394,34884,34933,7313,9952,287,3146,4415,32170,29100,17763,31979,12026,5579,6961,28163,24307,18557,33353,14903,11521,9214,61669,48431,22156,46706,27863,5381,6151,50466,34238,13339,28648,18877,181679,172481,89822,1074,6829,30007,34562,5687,14385,993,3924,3478,21156,23804,13597,38267,19382,4107,4518,21275,25422,17310,36937,20729,9300,6230,44937,47205,29792,53653,31316,5312,6833,64304,44427,16308,29239,17402,103067,118125,138100,70899,746084,753701,27.8,20.2,9.9,24.1,22.9,11.9,,,,,,
2023,Nevada,375681,216339,109251,1940,20701,63376,31805,5629,9235,357,6544,17780,76755,53864,20715,44102,12882,10734,18174,63400,54277,18117,45092,18932,27826,30819,115245,85377,31995,70791,38504,16693,14586,56905,68309,19766,47119,38576,341219,226618,117788,3705,13395,48551,37286,7174,12717,536,4330,12151,63233,50495,19651,54203,18887,10562,17701,45638,50142,22934,44986,26046,28062,25349,99500,88171,38289,71161,44978,18575,16418,84297,76635,26088,43551,27341,124500,148204,163967,74525,1256922,1252738,29.9,17.2,8.7,27.2,18.1,9.4,,,,,,
2023,New_Hampshire,175097,129970,76455,929,5536,24715,19626,3455,6524,548,1531,3048,26114,16669,5814,27282,10412,1745,3757,26681,15263,7385,24304,13843,3315,9540,58972,30508,18362,44370,25622,4138,7354,38615,20603,11405,27490,26030,147544,139510,92256,297,3966,19144,21865,2751,9814,1204,133,2580,17489,13636,7094,30181,14172,692,2652,14972,15005,9973,24683,18851,2581,5172,47338,33196,24850,46368,34852,3090,6668,48601,28792,15531,28464,23177,138153,161739,188089,81483,571505,579834,30.6,22.7,13.4,25.4,24.1,15.9,,,,,,
2023,New_Jersey,960944,871590,540948,6633,41845,142484,113440,21942,62532,7177,18065,17372,145701,92699,39873,198071,81806,35409,26058,143131,88401,38067,176005,117907,62428,62437,332843,183540,75975,283745,200045,45333,45043,196785,114823,42167,151237,134013,930335,981083,613048,5489,27518,109973,119415,25472,77458,9217,11029,11810,106850,83964,40451,216111,118878,23784,23620,101032,86371,42779,186648,149402,50711,59345,295431,187541,103228,328513,217228,62199,52880,317049,136138,58434,172353,118323,85782,98871,120087,59694,3545032,3736644,27.1,24.6,15.3,24.9,26.3,16.4,,,,,,
2023,New_Mexico,231792,127251,95832,2024,15722,44262,29942,3890,7157,231,4633,8582,40850,37224,13061,25375,12415,7136,13125,39022,28058,14110,20290,18410,17235,18488,66763,50123,23106,40247,26940,15083,11332,40895,41757,12710,34182,37836,216126,146917,113371,2226,9846,34203,27479,7352,9580,842,3470,6869,34361,32152,14773,27206,15854,5220,11050,30003,24852,14840,28845,21124,13982,17135,58991,52904,25974,44822,39665,17865,12695,58568,51038,15461,36464,35886,122227,144786,172336,80955,822216,843597,28.2,15.5,11.7,25.6,17.4,13.4,,,,,,
2023,New_York,1976099,1652851,1093692,20637,71231,295032,283205,50471,129842,16199,42899,67606,300305,208654,104495,441728,192568,68371,77625,282967,181587,108111,327386,231523,150934,164249,665871,368264,217173,479863,372202,135420,113848,431924,251171,119764,274032,281200,1930763,1781505,1454573,15125,55052,245180,311997,47668,168344,25329,33690,45379,235536,172387,117942,470148,300951,56866,66351,224946,154759,119689,327324,325022,145919,138354,595770,377995,283853,516009,486383,177945,135339,629331,290286,178673,299680,316888,98139,117061,136208,60157,7528357,8092110,26.2,22,14.5,23.9,22,18,,,,,,
2023,North_Carolina,1160330,851528,465094,11576,57045,216955,156895,30086,54327,3978,19933,38843,189729,153185,62540,187518,66320,35056,44961,163575,123362,59715,156124,102483,59977,92291,359139,241759,120205,280761,168542,37438,59239,230932,157576,67181,172798,123771,1040853,992643,583096,5652,39853,152514,182846,34578,71203,7932,13606,23358,145101,147150,77451,217937,101100,26360,33003,115299,124043,82916,194349,143660,48599,63468,303006,271509,177338,327017,209908,38327,71397,324933,222281,106850,182137,120496,98324,125994,138698,58736,4105815,4407177,28.3,20.7,11.3,23.6,22.5,13.2,,,,,,
2023,North_Dakota,84349,59649,24952,368,3970,14061,16810,3742,4276,297,364,2554,15396,14681,10359,13676,4868,1080,2212,11603,11979,9134,14534,5646,1677,3190,22737,19912,12310,16236,8781,1773,3592,20552,15379,5681,10927,5360,66818,72182,29044,613,3080,10525,17986,1812,6350,430,273,1314,7405,12150,7726,17176,6889,1765,398,9245,9789,5716,14446,9158,1278,1505,16361,16976,14089,21083,8380,2239,3203,23282,17924,6729,13127,4187,93500,115168,135224,56134,309717,294609,27.2,19.3,8.1,22.7,24.5,9.9,,,,,,
2023,Ohio,1560340,809341,461731,12322,62790,231565,152688,19881,50728,3755,22162,36864,259442,155839,57719,178674,72284,23288,38598,211896,139091,69260,163753,94446,40160,91705,496344,271888,120732,263667,162105,28963,67835,361093,188499,63976,152519,129141,1450878,892825,587163,10465,39962,181666,172715,25553,73036,5496,18896,27501,190571,144885,66498,202961,116490,17299,28936,157734,136683,86479,175807,138584,32294,69299,429675,282155,180407,283186,202438,34521,85421,491232,225561,103246,157835,124155,85650,103381,120079,50640,4495672,4719642,34.7,18,10.3,30.7,18.9,12.4,,,,,,
2023,Oklahoma,517745,247234,126468,4397,31514,92389,57540,9253,15286,600,8698,18509,97201,59109,18369,54143,16605,11857,21018,85107,57276,21432,46824,26893,21793,33839,152542,97910,35598,76544,43087,11405,17973,90506,71712,21525,54437,39283,463185,284867,148329,3211,21642,67977,67344,12304,17972,2230,6894,13453,73859,57523,27189,63166,25409,10634,14957,65476,56671,27206,58390,35527,17048,29064,129535,105110,43673,91486,50812,15448,24527,126338,88877,26750,53853,34351,107214,125331,142653,71598,1522174,1565906,34,16.2,8.3,29.6,18.2,9.5,,,,,,
2023,Oregon,435126,357320,204876,3171,20687,77344,48242,11397,16456,1754,5221,21854,86237,63685,26547,75640,22824,11845,17695,70207,61292,26926,71974,45735,22324,29787,118260,111569,46572,114020,72495,10927,16370,83078,94174,35124,79230,62068,377564,397623,230809,1627,14267,62643,59270,12244,22554,1226,5259,10715,53483,64147,28937,90647,36696,8966,11805,48104,61562,29014,83028,52595,20088,23139,104481,118425,51955,119768,77278,12089,16616,108853,125584,39121,81626,63014,102578,124838,144981,61447,1682731,1720826,25.9,21.2,12.2,21.9,23.1,13.4,,,,,,
2023,Pennsylvania,1782616,986912,597277,11502,60426,245786,186240,18923,59664,5939,17444,37677,267991,130474,66808,230451,87618,24223,39153,245996,124631,79995,200102,121433,50014,94177,589090,239608,131219,302118,209204,39859,69581,433753,170411,83485,194577,173083,1705554,1076759,736845,7477,46909,208314,202074,21947,82518,8329,16285,27237,194943,125565,68076,244802,136034,19228,33387,175418,116953,87743,212341,179556,40597,71833,506475,249388,189039,340419,248307,50112,85164,620404,205027,111200,196679,164619,113091,138420,160916,68322,5042655,5294399,35.4,19.6,11.8,32.2,20.3,13.9,,,,,,
2023,Rhode_Island,128435,90601,56884,1141,4921,19145,18300,2225,6027,1424,2178,4351,20695,14676,4464,21322,9483,3426,2873,20703,10322,5867,19108,10432,7310,8643,45051,19647,9314,26321,18358,7249,5598,22841,14974,8673,17823,17187,116998,105361,70956,679,3211,18738,18532,2617,7881,1371,1081,2434,14514,14822,4103,25403,14260,1807,1624,13443,12355,4946,20818,15206,8315,7391,32927,24701,13537,31504,24382,10221,7549,37376,18220,9173,19755,15737,92578,109676,128855,56369,432072,460633,29.7,21,13.2,25.4,22.9,15.4,,,,,,
2023,South_Carolina,636716,385811,200667,4035,29396,106122,75164,9908,21634,1410,8659,26337,97544,71362,27213,76703,25257,13489,27107,97348,64299,28525,71348,37368,21886,43021,206610,118269,56423,126549,68558,21759,32744,129092,87512,37154,89577,68074,611620,428760,270842,3340,21098,86116,86745,10767,27068,3120,7077,15160,79748,77343,31357,88580,45117,9468,18549,70714,64343,39726,86148,60471,16893,38265,183948,139913,84601,141204,94800,25076,41432,191094,108047,53439,85760,67334,96650,120001,134536,56249,2027456,2203861,31.4,19,9.9,27.8,19.5,12.3,,,,,,
2023,South_Dakota,110351,69928,30908,581,6665,16353,13500,3608,3899,716,944,3231,17415,11099,8614,13668,3503,931,2437,18495,12326,8088,13179,5478,2914,4175,32357,21962,12039,23317,11463,2392,3809,25731,17204,5529,15865,9748,88490,80465,33937,767,5694,12183,12780,2592,5411,245,1278,2822,11191,10160,6751,17813,6498,1680,1814,9651,10388,9454,15414,8920,2902,3038,24170,21924,16572,24893,10963,2381,3542,31295,20696,7149,16934,7311,94180,112053,129592,58259,353235,347276,31.2,19.8,8.7,25.5,23.2,9.8,,,,,,
2023,Tennessee,919243,473718,276089,5150,30698,134333,96218,19938,29382,3010,12857,21955,170382,94135,35103,111802,43353,23960,28339,142978,85030,35766,92222,53577,34461,64600,293264,160061,60378,148414,101640,31482,40817,178286,110168,31549,91898,74509,850326,561668,342523,4613,23404,105735,99954,19733,53509,5485,11678,20664,116154,94725,41488,139365,64817,15740,21287,106409,90019,46779,109531,83738,27813,50013,261875,181088,97390,168539,121982,32720,48254,260153,142217,47318,90724,66501,106549,123683,144529,66123,2691715,2871414,34.2,17.6,10.3,29.6,19.6,11.9,,,,,,
2023,Texas,3100450,2188683,1224794,42704,183774,611109,444342,85774,132087,11022,84212,135780,625810,475138,184095,510705,201376,143433,162755,552568,408402,163384,486894,293445,306635,283912,881781,662206,259712,686708,441275,188388,117402,429182,391137,121058,372289,277676,2852559,2441054,1335852,27070,131626,489155,474214,111852,172784,16084,55892,98910,486959,431515,209353,609784,270923,104974,122907,430250,404615,192986,532489,352181,286174,253435,813738,706795,316194,746723,457434,246212,145520,632457,488949,166216,379274,239230,117752,131919,144379,72564,11358170,11604874,27.3,19.3,10.8,24.6,21,11.5,,,,,,
2023,Utah,312766,260262,166464,3009,22538,77248,77504,11033,10311,877,6110,10040,67295,58868,24931,69231,25511,8222,11710,53179,46435,18988,60480,39824,14450,17149,76606,71559,31428,77990,61499,4835,6744,38438,50030,15898,42250,38753,286302,286182,123060,3516,15718,59860,75088,17704,22568,1836,3425,5856,49466,55758,25087,81107,23905,6225,7316,44611,45772,25428,65967,34037,11422,14242,74062,85978,40565,76485,41051,6697,9776,58303,62573,19166,40055,22231,123132,146231,168277,74648,1250973,1232856,25,20.8,13.3,23.2,23.2,10,,,,,,
2023,Vermont,85249,59097,36175,234,2635,13399,11683,1067,3092,142,153,1555,13387,6557,3246,10997,2229,400,1327,11190,6299,2914,11523,7467,1579,3298,26579,12337,7300,19820,13550,1990,2512,20694,10611,4975,13665,12787,65467,66875,51365,115,2444,9689,11283,1129,4269,202,97,726,7220,6326,2225,14581,6874,326,525,7452,4815,4303,10795,12544,1069,2050,19388,14802,8530,21535,17944,1324,2259,21718,13316,8074,15695,13801,129161,151529,171199,84222,263193,269445,32.4,22.5,13.7,24.3,24.8,19.1,,,,,,
2023,Virginia,923851,722524,544945,4352,36314,173704,126999,19339,48638,5479,14460,23397,165546,113344,42087,156581,68104,20807,30336,144782,98634,41797,148630,120833,45827,66656,273022,165257,70681,238969,205468,32916,43311,166797,115282,38816,129706,145061,826743,838560,583263,3927,26396,124812,133979,28430,65686,8127,9280,16720,115208,106126,51376,178403,101540,17599,20410,102051,95969,53988,168605,143585,34510,48176,237273,194395,99686,275846,212444,37782,54280,247399,155912,64082,150020,117567,76585,93936,107953,45593,3341932,3501589,27.6,21.6,16.3,23.6,23.9,16.7,,,,,,
2023,Washington,773625,691356,433201,4625,42700,142533,88358,23134,37966,2674,12570,31245,151324,114785,50231,170983,78124,20580,31353,130214,106274,52123,144720,102524,41260,49569,220093,188329,92731,206917,133617,17191,23866,129461,143077,55062,130770,116262,664438,736656,462958,2419,27463,106857,93899,27670,49079,5114,10628,17863,106522,109137,53334,177551,94039,14672,20718,93759,94060,57463,157103,116105,34951,40204,183873,196939,106009,211266,146305,26191,28130,173427,178906,73735,141657,101395,97894,120531,134989,59771,3087245,3078443,25.1,22.4,14,21.6,23.9,15,,,,,,
2023,West_Virginia,304526,88859,53550,1218,8319,39685,22540,4024,6150,1064,1911,10459,45370,18644,7273,18274,4028,1917,8111,44781,18125,9189,16044,10858,6441,21099,99154,37938,16035,29189,17832,10904,13567,75536,28959,8371,19202,19768,264796,107865,67250,1094,7173,29517,24921,5274,7833,398,1640,5228,28830,19232,12888,21907,10569,1593,5300,30272,18390,12454,22718,13864,6933,15411,85365,37127,28276,34120,24238,10186,18021,90812,32216,13182,21287,18181,93304,106990,119138,66632,701979,716450,43.4,12.7,7.6,37,15.1,9.4,,,,,,
2023,Wisconsin,757875,457568,215545,5301,25530,115043,86111,15665,29336,2086,6362,15018,110599,74863,40115,103439,29624,10111,15625,108067,77776,43065,83305,41584,20395,37325,237903,141617,85144,151151,76189,14017,24397,186263,103269,46322,90337,66062,663276,525516,264988,3401,16610,93392,101174,14216,39285,3511,3937,9203,78202,71680,36862,117214,44606,8898,10915,71425,66730,45568,104840,63495,19312,24205,187204,139562,105476,169122,95088,15477,25725,233053,115077,60053,95055,58288,41592,48941,62278,26028,2319016,2347861,32.7,19.7,9.3,28.3,22.4,11.3,,,,,,
2023,Wyoming,73196,38673,22439,150,3342,10806,7332,2663,1992,10,869,1875,11170,11384,3544,7462,2076,1105,2745,12505,7587,6025,8987,4194,1640,3301,21919,15766,6873,10001,8122,1357,2013,16796,12008,4243,10231,8037,57957,43292,22739,187,2666,9313,6901,2612,2211,54,271,1424,9762,10175,3898,8779,3769,620,1150,7022,9067,6838,9057,5196,1182,1649,15069,16905,10502,12353,7918,1364,1979,16791,15636,4948,10892,5802,160752,217653,0,116108,230130,223962,31.8,16.8,9.8,25.9,19.3,10.2,,,,,,
2023,Puerto_Rico,383068,218433,82793,3196,8483,48169,63446,14017,12285,466,8009,8638,59561,31918,26896,54820,13644,11400,15993,57391,24079,28707,37724,15341,34836,30740,125386,48764,47207,66863,31023,81933,38717,92561,27591,21314,46741,22319,358829,338336,134676,1372,7344,39720,64934,15950,20028,340,2764,3895,41450,31652,34556,65550,23113,4636,6194,39943,25438,33601,66150,30186,21449,20758,113141,49758,69247,122033,51939,103130,39856,124575,40355,38096,64575,29098,105931,130537,142495,65528,1260178,1446826,30.4,17.3,6.6,24.8,23.4,9.3,,,,,,
