Year,State,Male_High_school_graduate_(includes_equivalency),Male_Bachelor_degree,Male_Graduate_or_professional_degree,Male_18-24_Less_than_9th_grade,"Male_18-24_9th_to_12th_grade,_no_diploma",Male_18-24_High_school_graduate_(includes_equivalency),"Male_18-24_Some_college,_no_degree",Male_18-24_Associate_degree,Male_18-24_Bachelor_degree,Male_18-24_Graduate_or_professional_degree,Male_25-34_Less_than_9th_grade,"Male_25-34_9th_to_12th_grade,_no_diploma",Male_25-34_High_school_graduate_(includes_equivalency),"Male_25-34_Some_college,_no_degree",Male_25-34_Associate_degree,Male_25-34_Bachelor_degree,Male_25-34_Graduate_or_professional_degree,Male_35-44_Less_than_9th_grade,"Male_35-44_9th_to_12th_grade,_no_diploma",Male_35-44_High_school_graduate_(includes_equivalency),"Male_35-44_Some_college,_no_degree",Male_35-44_Associate_degree,Male_35-44_Bachelor_degree,Male_35-44_Graduate_or_professional_degree,Male_45-64_Less_than_9th_grade,"Male_45-64_9th_to_12th_grade,_no_diploma",Male_45-64_High_school_graduate_(includes_equivalency),"Male_45-64_Some_college,_no_degree",Male_45-64_Associate_degree,Male_45-64_Bachelor_degree,Male_45-64_Graduate_or_professional_degree,Male_65_and_older_Less_than_9th_grade,"Male_65_and_older_9th_to_12th_grade,_no_diploma",Male_65_and_older_High_school_graduate_(includes_equivalency),"Male_65_and_older_Some_college,_no_degree",Male_65_and_older_Associate_degree,Male_65_and_older_Bachelor_degree,Male_65_and_older_Graduate_or_professional_degree,Female_High_school_graduate_(includes_equivalency),Female_Bachelor_degree,Female_Graduate_or_professional_degree,Female_18-24_Less_than_9th_grade,"Female_18-24_9th_to_12th_grade,_no_diploma",Female_18-24_High_school_graduate_(includes_equivalency),"Female_18-24_Some_college,_no_degree",Female_18-24_Associate_degree,Female_18-24_Bachelor_degree,Female_18-24_Graduate_or_professional_degree,Female_25-34_Less_than_9th_grade,"Female_25-34_9th_to_12th_grade,_no_diploma",Female_25-34_High_school_graduate_(includes_equivalency),"Female_25-34_Some_college,_no_degree",Female_25-34_Associate_degree,Female_25-34_Bachelor_degree,Female_25-34_Graduate_or_professional_degree,Female_35-44_Less_than_9th_grade,"Female_35-44_9th_to_12th_grade,_no_diploma",Female_35-44_High_school_graduate_(includes_equivalency),"Female_35-44_Some_college,_no_degree",Female_35-44_Associate_degree,Female_35-44_Bachelor_degree,Female_35-44_Graduate_or_professional_degree,Female_45-64_Less_than_9th_grade,"Female_45-64_9th_to_12th_grade,_no_diploma",Female_45-64_High_school_graduate_(includes_equivalency),"Female_45-64_Some_college,_no_degree",Female_45-64_Associate_degree,Female_45-64_Bachelor_degree,Female_45-64_Graduate_or_professional_degree,Female_65_and_older_Less_than_9th_grade,"Female_65_and_older_9th_to_12th_grade,_no_diploma",Female_65_and_older_High_school_graduate_(includes_equivalency),"Female_65_and_older_Some_college,_no_degree",Female_65_and_older_Associate_degree,Female_65_and_older_Bachelor_degree,Female_65_and_older_Graduate_or_professional_degree,Household_mean_income_(dollars),Families_mean_income_(dollars),Married-couple-families_mean_income_(dollars),Nonfamily_households_mean_income_(dollars),Total_Male,Total_Female,Male_High_school_graduate_(includes_equivalency)_Normalized,Male_Bachelor_degree_Normalized,Male_Graduate_or_professional_degree_Normalized,Female_High_school_graduate_(includes_equivalency)_Normalized,Female_Bachelor_degree_Normalized,Female_Graduate_or_professional_degree_Normalized,Male_High_school_graduate_(includes_equivalency)_Normalized_Average,Male_Bachelor_degree_Normalized_Average,Male_Graduate_or_professional_degree_Normalized_Average,Female_High_school_graduate_(includes_equivalency)_Normalized_Average,Female_Bachelor_degree_Normalized_Average,Female_Graduate_or_professional_degree_Normalized_Average
2019,Wyoming,76729,36120,20120,0,3656,10449,10788,2100,1499,258,985,1732,13747,10090,4808,7291,2330,446,1828,13200,8133,3920,7195,3501,1225,2423,24696,16277,8584,11436,6248,1411,1674,14637,9862,3218,8699,7783,59204,41114,21073,154,2442,7983,9509,2772,2552,561,395,1647,9529,8556,4893,8078,2568,389,1127,7015,9289,3665,8281,5682,784,2301,17696,18718,10242,13075,7033,911,1972,16981,12580,4704,9128,5229,135369,175610,235522,101740,226129,218441,33.9,16,8.9,27.1,18.8,9.6,,,,,,
2019,Puerto_Rico,377107,179373,70721,4822,12324,47118,69580,13225,13106,799,7694,10285,58545,39362,25421,38440,9530,17176,12880,61960,23565,25906,32900,13987,51559,31277,125726,50148,40174,62199,29381,87488,35628,83758,25392,13237,32728,17024,355220,298050,113496,2693,8819,37063,75591,12930,20728,427,5360,5437,44973,30410,31578,57978,20517,9299,7588,47219,25007,31697,57076,28932,30162,23782,118480,56750,66441,110564,44705,111345,41448,107485,29062,24451,51704,18915,83015,102634,115600,50348,1224344,1396616,30.8,14.7,5.8,25.4,21.3,8.1,,,,,,
2021,Alabama,627072,279084,172602,3265,32020,92663,77132,9740,15976,1526,10084,24268,107510,69746,21237,54680,24276,11477,33477,94219,62164,27575,51342,34397,25653,61648,208482,125213,47472,95813,63105,21412,35066,124198,71619,26367,61273,49298,622236,332427,205296,3202,24495,77360,92602,13605,23259,1882,5789,19090,82146,75318,33314,72595,33530,9374,19539,82483,62150,36590,65113,47740,21063,49902,187480,144674,74741,115068,73862,22200,46425,192767,94778,35732,56392,48282,75923,92591,109580,42781,1875393,2044542,33.4,14.9,9.2,30.4,16.3,10,,,,,,
2021,Alaska,98155,43618,27505,1121,5050,19837,11230,1374,766,50,1486,2872,21491,14706,5781,9690,3299,887,2530,17862,12387,5601,8436,4876,2488,4670,25029,23303,6234,15823,11583,1658,2042,13936,12886,2554,8903,7697,71009,60131,30413,237,2507,13854,8793,1113,1561,0,562,2101,13108,13024,3940,15297,4984,470,1605,9550,11433,4903,13245,9170,1272,3673,21394,19892,7776,19253,9683,1725,2449,13103,10619,3487,10775,6576,100519,117828,133300,64656,290138,263134,33.8,15,9.5,27,22.9,11.6,,,,,,
2021,Arizona,732413,516800,304073,6688,52749,140290,104824,16399,25652,3644,13707,39361,144855,125700,41245,115490,36155,23761,36336,109879,103969,47491,92279,54775,48237,66852,209430,189540,75978,159155,103727,31796,27120,127959,150300,51267,124224,105772,680217,534040,331739,5934,34829,104283,122232,21936,39515,2760,8810,26968,107713,120142,45009,120395,54986,17228,25755,87330,95586,50529,98306,72200,48585,55216,194373,213670,88923,163364,113302,41514,38117,186518,181584,66863,112460,88491,93177,106698,122243,61821,2806606,2855426,26.1,18.4,10.8,23.8,18.7,11.6,,,,,,
2021,Arkansas,423027,160506,85595,2340,18812,63617,46865,4561,10911,994,5733,12008,73328,41697,13146,31392,14670,10213,14278,66596,38062,13841,30708,17831,19486,29498,139113,70647,24245,51607,29031,15774,17903,80373,51295,10971,35888,23069,385908,189197,107269,1424,10076,50256,51752,7099,14655,973,3325,10310,53777,45422,21877,38277,19814,6314,10070,45709,42537,23985,38334,25506,15322,24171,119649,89781,35467,60447,35386,14493,21992,116517,55794,18010,37484,25590,73126,87425,102157,42705,1130503,1191595,37.4,14.2,7.6,32.4,15.9,9,,,,,,
2021,California,3589029,3039169,1861144,32945,170551,680498,669383,87607,169812,11743,109164,193625,750136,657584,208997,777988,298348,214363,221804,617512,509513,191906,608612,409421,537792,406442,1050781,903136,330137,948351,666245,302739,150744,490102,524750,213931,534406,475387,3205003,3320755,1951523,21591,114375,534537,697820,114107,232082,21137,79689,116329,552145,595525,244173,844903,399263,185145,173070,446513,483457,222010,652740,478620,523182,346779,949985,935185,425650,1020297,658826,428583,195429,721823,678751,283471,570733,393677,120953,135633,158399,81318,15126455,15341602,23.7,20.1,12.3,20.9,21.6,12.7,,,,,,
2021,Colorado,539969,568916,335113,4506,32925,102938,90082,10114,29388,2374,11800,20978,111652,92755,33785,152621,48101,17133,27948,93233,85803,31603,115401,70580,28559,35654,154282,136378,55107,179305,122338,13861,13974,77864,87653,31883,92201,91720,459295,607115,359187,3170,24153,81953,91961,10047,39334,2995,6298,12035,70919,77011,36307,160011,67024,13019,14502,63958,68509,34514,124174,89916,27300,26570,124159,135321,72031,190618,124803,17061,19282,118306,110008,38927,92978,74449,110650,131631,148093,71042,2306499,2263623,23.4,24.7,14.5,20.3,26.8,15.9,,,,,,
2021,Connecticut,390155,305129,220363,2265,16699,60009,62185,5109,25351,3523,7536,7145,64261,40735,14124,63405,31407,11647,12311,55033,35205,13377,55825,40618,19717,27252,136100,77927,31056,105395,83606,16108,18245,74752,44937,18175,55153,61209,362752,337490,267220,1694,10144,46122,68166,9058,29578,4079,5276,4349,42216,39965,15473,69206,45765,8387,9104,39440,32876,17636,60108,59559,16682,19129,115923,79800,49986,122197,98445,23085,19218,119051,55223,28243,56401,59372,120009,146203,172356,68045,1397402,1480956,27.9,21.8,15.8,24.5,22.8,18,,,,,,
2021,Delaware,115852,71610,48874,570,5838,15284,14901,1829,3592,94,1324,4287,18135,13580,5380,14038,6880,2609,3954,16138,10217,6804,12017,9020,5571,7435,39946,22938,8388,22780,16878,2060,5241,26349,15129,6919,19183,16002,115831,82126,58572,520,3444,15033,16821,1633,3849,355,1985,3528,13832,12551,7804,16303,8937,1556,3146,11914,12015,5787,14939,11972,5288,4534,34694,24306,14787,30485,20871,2932,6016,40358,18147,10228,16550,16437,95633,111504,128021,57720,381310,413557,30.4,18.8,12.8,28,19.9,14.2,,,,,,
2021,District_of_Columbia,39224,64090,86290,1209,1868,7165,12863,503,5389,385,987,1638,7637,6059,1850,25263,24700,1474,882,4857,6252,1698,13918,25229,2981,3800,12412,10475,2762,12792,22496,1814,1937,7153,3618,811,6728,13480,45574,70707,96104,434,1330,6708,17995,133,8637,928,1312,1562,8243,5610,906,31283,28829,1186,2296,5560,4252,2373,11698,29224,4243,2906,14197,11076,2705,10975,22561,2204,3319,10866,8879,2130,8114,14562,89573,104500,120652,57751,255085,289236,15.4,25.1,33.8,15.8,24.4,33.2,,,,,,
2021,Florida,2511692,1608216,963308,22244,115305,326869,255518,76564,77359,6263,45497,90546,441271,277741,139204,289083,106612,66695,91978,381287,242099,134233,288187,164399,120091,198094,828401,507091,261330,535417,334085,108739,115727,533864,410040,155119,418170,351949,2438551,1826000,1028919,13396,78154,259908,284127,99501,108636,7339,29033,53575,315537,255581,170429,362358,162074,53942,61640,294554,221877,171870,338224,217877,110674,148957,771920,568255,333491,617214,360703,156448,156907,796632,498079,216828,399568,280926,92425,107259,127871,58190,8517071,8976234,29.5,18.9,11.3,27.2,20.3,11.5,,,,,,
2021,Georgia,1194282,760450,429425,11745,74896,215362,163094,16833,45676,3184,21144,52601,209817,146906,54815,174650,60926,35956,54146,189701,128570,59652,138634,95276,60723,104269,392967,234634,96948,266810,167485,38905,59003,186435,130456,44411,134680,102554,1126032,860613,569765,7815,54296,174576,180485,28892,61373,4944,19675,33398,162973,153104,73965,198312,102560,28884,36739,141569,141996,75088,177249,144908,49656,81766,357334,280383,139311,294084,209000,49030,71982,289580,175323,65380,129595,108353,111751,127684,141101,66808,3973864,4303578,30.1,19.1,10.8,26.2,20,13.2,,,,,,
2021,Hawaii,169340,108883,62054,540,3408,31202,19623,3328,5514,193,1846,4018,30991,26556,11112,20137,7681,1326,4489,24382,20535,13064,21385,11295,5103,9454,48445,35682,18014,36306,22508,7369,5552,34320,25228,11233,25541,20377,149767,132795,72875,793,2877,18810,14705,4453,9315,904,698,2313,24053,18595,9316,28529,11922,1493,1383,19026,15319,12332,26105,18759,4773,5640,43207,36703,22541,39808,22276,11319,5435,44671,28273,15197,29038,19014,89955,101601,111597,59986,567757,569595,29.8,19.2,10.9,26.3,23.3,12.8,,,,,,
2021,Idaho,220311,124248,64863,1634,11983,40517,25033,4822,4892,170,3534,7875,44061,29104,9241,25586,5625,3224,9311,35655,31638,13161,21113,13544,9048,15698,63896,48883,19137,41409,24701,4400,6853,36182,37359,12525,31248,20823,188712,140630,68111,1420,7960,30224,31570,6620,6224,302,2127,4072,28618,26592,15373,33041,11591,2939,5609,25645,27062,16277,32597,15659,7875,11418,55756,53730,24752,41304,26075,6673,9257,48469,42215,16058,27464,14484,99874,120125,139935,62051,713885,717052,30.9,17.4,9.1,26.3,19.6,9.5,,,,,,
2021,Illinois,1333569,997713,604369,9099,59648,204962,193560,31875,76279,6236,18061,42617,221284,166810,68794,241588,97969,41320,51409,194561,158148,68320,201123,134500,85682,98150,444144,320589,124548,315131,219454,57124,55824,268618,184181,59691,163592,146210,1232036,1104804,721619,7439,44618,165650,201792,36026,93956,9455,14761,30445,154528,158786,76712,266594,146480,30837,35391,148214,139103,80721,219522,181270,76412,78515,382562,332201,168765,341965,249402,74876,66580,381082,247967,79785,182767,135012,82643,99248,113555,49238,4831101,5040191,27.6,20.7,12.5,24.4,21.9,14.3,,,,,,
2021,Indiana,916189,417691,222339,8834,43386,133630,108112,10934,27414,2586,15996,26231,149503,92221,35614,95879,29155,21731,25425,134346,83615,41605,86940,48953,28253,51302,309354,157950,74598,138680,79194,17982,31873,189356,97249,31527,68778,62451,843784,496438,258289,6491,29891,108347,118090,15271,43646,4324,14970,15344,109174,92387,41607,122256,42388,16924,21307,91802,80690,52756,106889,58749,23462,47452,271168,164143,93918,159352,90769,25849,42633,263293,115451,42783,64295,62059,86499,105137,117686,51885,2560657,2659930,35.8,16.3,8.7,31.7,18.7,9.7,,,,,,
2021,Iowa,403638,217805,100725,3359,16785,55720,63284,11577,14497,828,4455,6756,55396,43194,25644,47213,14324,6407,10370,57775,43380,26821,44880,19390,11595,20245,131415,75679,42168,71048,36357,8075,9653,103332,50447,18370,40167,29826,340986,258643,112244,1502,12989,42232,61235,13476,20073,1277,3450,5693,37873,41684,27678,55417,22030,4814,6508,36003,39702,29295,55289,28332,9748,11066,100384,82648,57669,82368,37517,10095,13736,124494,62991,27811,45496,23088,86580,105012,119449,50523,1220432,1235663,33.1,17.8,8.3,27.6,20.9,9.1,,,,,,
2021,Kansas,310363,220407,125870,3349,17367,54422,49708,10898,14961,949,4990,12922,46261,47793,19313,45698,16765,9069,11797,45652,39373,17167,44643,27153,13630,17511,95297,75484,25578,72171,48109,6710,8974,68731,47516,14108,42934,32894,275517,240442,136958,1589,12367,37813,54922,11583,18424,1891,3700,7524,32209,44001,18910,52809,23636,7379,7376,31999,35547,20478,46683,34669,11962,14039,83890,78951,33998,80053,46268,9815,10024,89606,67374,18023,42473,30494,76234,90106,104785,47032,1109897,1122479,28,19.9,11.3,24.5,21.4,12.2,,,,,,
2021,Kentucky,618607,243507,148376,3440,21413,94560,64553,12543,16095,2314,8864,18166,103622,61091,24761,55209,23594,9018,22963,96027,52643,25428,50755,31202,28333,51797,207262,109201,42150,75007,52674,30070,29662,117136,63090,19365,46441,38592,550570,287234,198854,3019,15130,66663,76004,11190,26100,3048,8346,15197,66683,60858,32282,70696,33610,8593,13932,61122,56642,35806,62789,46480,19109,40258,187915,114001,68679,88339,68347,31134,34278,168187,76545,27237,39310,47369,75590,90570,112131,45785,1709041,1784898,36.2,14.2,8.7,30.8,16.1,11.1,,,,,,
2021,Louisiana,617940,243796,134642,4403,32460,92724,69285,4394,11974,1164,11786,27703,110560,57067,19893,53376,20455,12677,32162,105431,57365,20633,49060,30085,28654,64140,196420,100691,28853,82695,42926,21602,35657,112805,72172,11948,46691,40012,568953,313861,168501,2913,23448,70727,81250,6783,22208,1085,5472,19964,76799,78518,26737,71394,30917,7035,19772,78039,66369,34499,65899,42951,21925,39899,186284,124114,48595,98822,54220,24941,41908,157104,86545,20079,55538,39328,87756,106929,119450,52814,1709923,1832081,36.1,14.3,7.9,31.1,17.1,9.2,,,,,,
2021,Maine,182656,106853,62357,350,5448,24353,17817,2521,3504,270,382,2888,25347,17483,8384,22869,5216,1336,3322,22163,15110,10171,19789,11104,4569,9732,70082,33601,17507,33129,20753,4772,6047,40711,23445,9680,27562,25014,159637,127393,78712,411,3805,17345,23115,2319,5755,481,1232,1560,17226,17074,8669,26038,11298,1141,1204,15771,16610,11415,23313,15000,2189,5171,54554,35800,25985,43251,28539,3432,6568,54741,27363,15336,29036,23394,119958,142408,167746,71519,546431,576141,33.4,19.6,11.4,27.7,22.1,13.7,,,,,,
2021,Maryland,611922,484946,396832,5586,31697,94319,85521,12798,35000,3296,12499,21984,107348,74997,28544,106250,53763,20976,23210,97562,63060,26664,94789,82111,33165,47946,208904,133243,46116,164292,152666,16257,25824,103789,81079,22275,84615,104996,580860,553101,473091,2776,19454,79416,95407,15030,46514,4958,10241,13455,79597,73644,33845,117026,83332,15563,15059,66261,67747,34716,107626,113947,26299,35139,187719,158585,67533,186990,175464,25195,38006,167867,107996,35149,94945,95390,124789,150788,175658,76380,2307141,2497891,26.5,21,17.2,23.3,22.1,18.9,,,,,,
2021,Massachusetts,702488,656685,489156,4615,34703,113347,118917,8632,53755,5257,10312,16929,110186,65358,25846,172009,89469,15826,21008,102996,61856,27460,116199,101223,43483,48237,240419,126447,60488,204409,175670,36389,28177,135540,73486,36044,110313,117537,630801,713126,574089,3675,23352,95808,144353,7993,65308,8313,7156,12111,71353,62645,29518,179251,127471,14990,18682,67378,59656,35083,125534,131644,45242,36072,195997,142244,102845,223999,193607,49174,35404,200265,102746,59284,119034,113054,86093,103695,119645,52407,2712542,2910241,25.9,24.2,18,21.7,24.5,19.7,,,,,,
2021,Michigan,1201783,676042,409363,6470,58711,179739,154201,23804,45777,2031,15049,39351,196379,155322,54301,152576,58529,16805,36944,170175,131937,52130,122707,76949,32904,81432,403328,278356,121439,228171,152244,24986,53563,252162,187939,63452,126811,119610,1120380,768719,466836,5089,38100,139159,183293,25623,60822,4160,12371,27895,139764,141023,64206,174293,83295,12293,28475,117570,127340,70788,146329,104132,31544,58998,355365,282536,164758,257632,170976,28877,58811,368522,215386,89249,129643,104273,103305,125058,140453,62185,3876284,4022590,31,17.4,10.6,27.9,19.1,11.6,,,,,,
2021,Minnesota,577361,509477,238496,3302,30227,90179,86832,16940,26319,1047,6672,12938,87911,73751,43982,120809,33581,10612,15993,85954,72333,51263,106153,51279,18693,25599,181309,149404,86971,166160,90087,14954,16658,132008,96456,31014,90036,62502,488704,548402,287082,2184,22227,66368,94304,20073,37677,1988,5855,10442,48711,68807,44727,130854,53522,9794,9377,54772,59032,55970,112380,75740,19270,17973,146106,148685,101934,175531,98534,17414,16603,172747,115741,43881,91960,57298,68048,81780,100250,38689,2189928,2208481,26.4,23.3,10.9,22.1,24.8,13,,,,,,
2021,Mississippi,357482,134780,75621,1829,20854,54175,45752,13606,10163,341,7637,14725,56386,40380,19004,26962,8146,10075,20514,58926,39390,18843,22098,17232,17615,36603,125229,75125,26707,44966,26198,19457,22690,62766,43476,16017,30591,23704,328223,192301,109779,1776,15532,45343,49284,16944,13262,1052,2689,10260,40578,44341,25351,43335,17150,5356,13027,44073,41593,30315,35485,26108,13677,30136,103423,84931,44981,61776,39876,17103,24425,94806,59249,18625,38443,25593,84920,103361,118376,50134,1078182,1179898,33.2,12.5,7,27.8,16.3,9.3,,,,,,
2021,Missouri,777936,419797,232406,5136,32139,110972,89903,18987,28532,1437,6693,21094,120232,85746,29572,95236,38458,11403,25731,121571,78066,35912,79668,48472,18464,56404,261633,151132,57207,132661,84366,18068,30223,163528,101677,29150,83700,59673,713071,470363,289442,3717,24981,76141,104679,19996,38413,2983,5725,14478,94850,84716,39768,111137,52937,9018,16753,81965,82175,43588,87356,74622,16420,39678,230482,162697,77028,155702,101050,22186,43047,229633,129666,38612,77755,57850,87083,103786,116080,55835,2332846,2451804,33.3,18,10,29.1,19.2,11.8,,,,,,
2021,Montana,132517,87621,46804,1336,5568,22635,17116,1870,4078,0,1029,4596,20909,16885,5631,17911,5321,1147,3275,18910,15562,6503,18377,8698,2838,6407,39210,35483,10530,25602,16451,2129,3856,30853,23988,6280,21653,16334,113828,96196,49002,447,3556,18183,16116,3036,8362,363,466,2750,17689,12558,6547,19750,7827,512,2214,13498,15865,6809,17122,11994,1157,4732,30016,31395,16542,32539,16203,1538,4662,34442,29935,10590,18423,12615,89209,109786,123126,50988,438971,430453,30.2,20,10.7,26.4,22.3,11.4,,,,,,
2021,Nebraska,203675,147207,71901,1547,11323,30540,35562,6233,11852,229,3829,6752,28488,27986,14712,34050,12442,6398,5695,30445,25866,18194,31325,15211,9448,9562,65173,52139,23271,45071,25604,5635,7558,49029,32108,10073,24909,18415,177642,166585,87761,1113,8313,25577,35120,5433,15430,682,3494,4756,18931,26905,12390,39363,18738,4996,4220,19294,21853,18242,33028,23502,8411,7781,51855,50067,29734,52464,28018,6123,6657,61985,44094,13126,26300,16821,89961,103213,120161,61255,736674,744816,27.6,20,9.8,23.9,22.4,11.8,,,,,,
2021,Nevada,364762,201567,102964,1451,20141,60135,34531,5601,7430,841,9086,18716,74068,54964,17376,41697,13738,13569,17509,61782,47620,20692,41591,19056,32209,27639,109566,94768,31919,65969,37615,12365,13079,59211,61988,23013,44880,31714,341323,211015,109902,1290,11804,48565,42275,6931,11944,607,6717,12394,57379,53865,22359,50952,18452,11416,16738,50641,43745,22012,43913,23535,27708,26499,103408,89893,36531,63846,40106,16038,19971,81330,65683,22734,40360,27202,111908,131377,144633,67462,1227529,1218843,29.7,16.4,8.4,28,17.3,9,,,,,,
2021,New_Hampshire,165688,129512,74771,531,6892,25293,19001,3058,7521,693,726,2585,25753,18651,6171,28940,9986,1412,3532,23038,15897,7220,21353,12017,4655,7436,59075,34369,18972,43163,28971,3137,5381,32529,21789,9990,28535,23104,144948,133440,86261,140,2795,17439,28253,2849,8075,1880,942,2062,18531,14833,8534,26381,14199,1331,2292,14115,14498,8791,24475,16515,4501,5956,48075,33966,26163,48402,32093,4434,5698,46788,25254,13421,26107,21574,124951,147745,170911,70650,561376,571362,29.5,23.1,13.3,25.4,23.4,15.1,,,,,,
2021,New_Jersey,949443,863774,539533,4742,36632,133858,132059,21938,60920,4155,14077,18337,147779,98537,44405,195399,80723,30278,27194,139636,91117,37910,169451,118678,60377,60775,340417,191061,73261,297628,208428,42819,43720,187753,110183,35535,140376,127549,937910,937535,599350,4821,27246,104073,133385,23527,76036,8435,13168,14192,108685,82147,46165,200704,121379,24220,19722,104433,84322,44689,182581,148896,49587,52831,312221,208805,115488,320009,211094,57084,55552,308498,130250,56551,158205,109546,76989,90496,108441,50572,3527707,3718547,26.9,24.5,15.3,25.2,25.2,16.1,,,,,,
2021,New_Mexico,243191,113808,98334,1799,20581,38383,26920,3778,7477,657,4614,10960,44290,34932,14769,21227,12870,6140,13841,39673,32812,13303,19988,16364,14439,19761,77228,45832,18120,37127,32950,12655,11109,43617,40175,10090,27989,35493,200907,132198,107447,656,13990,33218,32975,5363,6784,939,2549,10436,27322,36566,16969,25351,16620,6138,11177,25643,28035,16691,22540,21616,13234,17288,61273,60373,26375,43073,38243,14169,13084,53451,50067,15419,34450,30029,109732,130360,155050,71076,811963,832106,30,14,12.1,24.1,15.9,12.9,,,,,,
2021,New_York,1984040,1618048,1089146,14424,83957,289722,301951,50184,122413,14417,42793,72911,305101,229246,121004,432093,191741,70602,87423,286077,188970,102265,316655,223530,159804,175651,692294,411198,214453,491647,373489,124097,109334,410846,228010,114606,255240,285969,1945024,1782914,1424895,11628,56471,229916,315443,60241,172710,21776,32205,49359,240743,187379,126128,469282,293976,55898,64607,224161,164233,122477,328532,321421,152064,154845,629392,399706,287398,533171,483833,185489,136498,620812,272897,150431,279219,303889,86804,103912,121482,52726,7594117,8138230,26.1,21.3,14.3,23.9,21.9,17.5,,,,,,
2021,North_Carolina,1123488,768479,426014,9318,54543,197945,171898,28738,48794,3359,19109,41024,186241,142119,62003,172856,58026,35645,49438,158080,122886,61082,145488,88724,61328,98948,360901,266122,116236,256619,163084,42300,56827,220321,151948,64203,144722,112821,1023226,921812,538474,6759,36958,146175,195233,33095,67816,5153,13215,28947,132738,144773,73529,204979,97105,28014,34574,111323,128502,82620,175462,129099,48208,68906,315027,281488,175891,312485,196419,45026,74978,317963,199105,94387,161070,110698,86666,107876,120299,52702,3973696,4277720,28.3,19.3,10.7,23.9,21.5,12.6,,,,,,
2021,North_Dakota,89009,60982,21923,497,4618,14168,18645,2935,4806,55,645,2308,15907,13958,6977,14728,4960,711,1879,14669,9998,9891,13989,3049,2323,3695,26502,17259,13304,16884,8546,3157,3026,17763,12620,5467,10575,5313,68585,63154,26088,188,2972,10110,17108,3079,6016,423,634,971,8207,11990,8334,15279,5432,733,1878,8666,7532,8045,12951,6579,2496,2386,19478,17336,14281,17596,9913,3631,1834,22124,16105,7172,11312,3741,84572,103110,121275,51276,305827,286532,29.1,19.9,7.2,23.9,22,9.1,,,,,,
2021,Ohio,1576322,788625,440150,11354,62158,213214,176023,19083,52281,2834,20839,40120,249191,158697,54367,184619,66490,22855,40241,225226,140042,64370,149092,90606,36867,93851,545780,282342,114604,257159,158624,32592,62093,342911,178048,58777,145474,121596,1484575,869462,526993,7845,42476,182924,188024,24213,69182,7023,17310,25983,190120,154325,73552,206811,97559,17527,30718,154843,134061,93962,167518,129675,32550,75458,468250,294529,185007,284035,185629,39361,81949,488438,219503,82804,141916,107107,75430,90118,105371,45211,4474420,4702187,35.2,17.6,9.8,31.6,18.5,11.2,,,,,,
2021,Oklahoma,501856,236527,124304,4670,28453,87075,61316,7807,10839,927,9131,21870,91696,58201,18412,50713,18587,12804,23118,85021,52991,21185,44944,25933,22858,39885,155152,96622,33788,76115,40006,10372,20885,82912,65367,18398,53916,38851,466091,275679,131360,3118,21950,69211,62591,11934,18199,722,6344,14901,69096,63677,25133,59394,21920,9070,16862,63443,57657,26896,57516,31171,16899,31533,138627,103498,45554,91625,44867,14760,26722,125714,80902,24750,48945,32680,95662,113270,127809,61912,1490820,1537881,33.7,15.9,8.3,30.3,17.9,8.5,,,,,,
2021,Oregon,419354,339132,196739,2397,24749,71116,58793,10634,15057,633,6989,16811,79855,75098,23950,75083,23394,13983,16656,65324,68839,28093,68657,41294,21058,31121,124280,130477,43758,105148,68881,11427,12868,78779,93740,29722,75187,62537,373801,375029,225895,3031,15244,57448,64677,13031,18798,1246,3547,12966,56131,68703,25455,91923,35783,9239,10782,46555,58671,30675,79163,56898,21161,26213,109306,130601,54510,108001,75707,11923,19518,104361,120816,35613,77144,56261,93835,112917,130454,57455,1676388,1711101,25,20.2,11.7,21.8,21.9,13.2,,,,,,
2021,Pennsylvania,1763036,983817,584329,10339,64256,226879,181741,20651,60599,4621,19962,43688,270560,136088,69272,237922,85470,23054,42598,234144,120334,75689,189759,126283,51192,93906,625465,254962,139426,312900,203102,45707,69373,405988,162683,71749,182637,164853,1699525,1045621,706677,8205,48045,187703,200574,24032,81117,9122,17874,31763,180012,131519,77773,244709,148286,16322,31519,171303,123004,87595,200026,172021,43672,72563,559161,267011,193195,341298,230640,51313,88778,601346,198670,96727,178471,146608,99144,122029,142633,58838,5027852,5261977,35.1,19.6,11.6,32.3,19.9,13.4,,,,,,
2021,Rhode_Island,129949,85904,54230,1467,5645,20296,20444,1636,7619,807,2746,3252,18831,13422,5246,20172,9823,2690,4895,19225,14398,4704,13997,9167,7000,10996,44505,22353,8859,26820,19526,6118,5574,27092,11226,6383,17296,14907,120591,91034,68684,621,4855,15813,23958,1564,7725,1375,1876,2550,13377,15872,5757,20739,13483,1649,3102,15857,9857,6514,16971,14281,6980,8153,38042,26310,15429,30048,23789,7749,8686,37502,17058,9303,15551,15756,81580,96209,113027,50546,429137,458152,30.3,20,12.6,26.3,19.9,15,,,,,,
